,Unnamed: 0,idx,abb,abb_cn,book,book_cn,chapter,sec,no1,no,chinese,english
1137,1137,1,Gen,創,Genesis,創世記,38,18,18,18,他說：我給你甚麼當頭呢？他瑪說：你的印、你的帶子，和你手裡的杖。猶大就給了他，與他同寢，他就從猶大懷了孕。,"And he said, What would you have? And she said, Your ring and its cord and the stick in your hand. So he gave them to her and went in to her, and she became with child by him."
1138,1138,1,Gen,創,Genesis,創世記,38,19,19,19,他瑪起來走了，除去帕子，仍舊穿上作寡婦的衣裳。,Then she got up and went away and took off her veil and put on her widow's clothing.
1139,1139,1,Gen,創,Genesis,創世記,38,20,20,20,猶大託他朋友亞杜蘭人送一隻山羊羔去，要從那女人手裡取回當頭來，卻找不著他，,"Then Judah sent his friend Hirah with the young goat, to get back the things which he had given as a sign to the woman: but she was not there."
1140,1140,1,Gen,創,Genesis,創世記,38,21,21,21,就問那地方的人說：伊拿印路旁的妓女在那裡？他們說：這裡並沒有妓女。,"And he put questions to the men of the place, saying, Where is the loose woman who was in Enaim by the wayside? And they said, There was no such woman there."
1141,1141,1,Gen,創,Genesis,創世記,38,22,22,22,他回去見猶大說：我沒有找著他，並且那地方的人說：這裡沒有妓女。,"So he went back to Judah, and said, I have not seen her, and the men of the place say that there is no such woman there."
1142,1142,1,Gen,創,Genesis,創世記,38,23,23,23,猶大說：我把這山羊羔送去了，你竟找不著他。任憑他拿去罷，免得我們被羞辱。,"And Judah said, Let her keep the things, so that we may not be shamed; I sent the young goat, but you did not see the woman."
1143,1143,1,Gen,創,Genesis,創世記,38,24,24,24,約過了三個月，有人告訴猶大說：你的兒婦他瑪作了妓女，且因行淫有了身孕。猶大說：拉出他來，把他燒了！,"Now about three months after this, word came to Judah that Tamar, his daughter-in-law, had been acting like a loose woman and was with child. And Judah said, Take her out and let her be burned."
1144,1144,1,Gen,創,Genesis,創世記,38,25,25,25,他瑪被拉出來的時候便打發人去見他公公，對他說：這些東西是誰的，我就是從誰懷的孕。請你認一認，這印和帶子並杖都是誰的？,"And while she was being taken out, she sent word to her father-in-law, saying, The man whose property these things are, is the father of my child: say then, whose are this ring and this cord and this stick?"
1145,1145,1,Gen,創,Genesis,創世記,38,26,26,26,猶大承認說：他比我更有義，因為我沒有將他給我的兒子示拉。從此猶大不再與他同寢了。,"Then Judah said openly that they were his, and said, She is more upright than I am, for I did not give her to Shelah my son. And he had no more connection with her."
1146,1146,1,Gen,創,Genesis,創世記,38,27,27,27,他瑪將要生產，不料他腹裡是一對雙生。,"And when the time came for her to give birth, it was clear that there were two children in her body."
1147,1147,1,Gen,創,Genesis,創世記,38,28,28,28,到生產的時候，一個孩子伸出一隻手來；收生婆拿紅線拴在他手上，說：這是頭生的。,"And while she was in the act of giving birth, one of them put out his hand; and the woman who was with her put a red thread round his hand, saying, This one came out first."
1148,1148,1,Gen,創,Genesis,創世記,38,29,29,29,隨後這孩子把手收回去，他哥哥生出來了；收生婆說：你為甚麼搶著來呢？因此給他起名叫法勒斯。,"But then he took his hand back again, and his brother came first to birth: and the woman said, What an opening you have made for yourself! So he was named Perez."
1149,1149,1,Gen,創,Genesis,創世記,38,30,30,30,後來，他兄弟那手上有紅線的也生出來，就給他起名叫謝拉。,"And then his brother came out, with the red thread round his hand, and he was named Zerah."
1150,1150,1,Gen,創,Genesis,創世記,39,1,1,1,約瑟被帶下埃及去。有一個埃及人，是法老的內臣─護衛長波提乏，從那些帶下他來的以實瑪利人手下買了他去。,"Now Joseph was taken down to Egypt; and Potiphar the Egyptian, a captain of high position in Pharaoh's house, got him for a price from the Ishmaelites who had taken him there."
1151,1151,1,Gen,創,Genesis,創世記,39,2,2,2,約瑟住在他主人埃及人的家中，耶和華與他同在，他就百事順利。,"And the Lord was with Joseph, and he did well; and he was living in the house of his master the Egyptian."
1152,1152,1,Gen,創,Genesis,創世記,39,3,3,3,他主人見耶和華與他同在，又見耶和華使他手裡所辦的盡都順利，,"And his master saw that the Lord was with him, making everything he did go well."
1153,1153,1,Gen,創,Genesis,創世記,39,4,4,4,約瑟就在主人眼前蒙恩，伺候他主人，並且主人派他管理家務，把一切所有的都交在他手裡。,"And having a high opinion of Joseph as his servant, he made him the overseer of his house and gave him control over all he had."
1154,1154,1,Gen,創,Genesis,創世記,39,5,5,5,自從主人派約瑟管理家務和他一切所有的，耶和華就因約瑟的緣故賜福與那埃及人的家；凡家裡和田間一切所有的都蒙耶和華賜福。,"And from the time when he made him overseer and gave him control of all his property, the blessing of the Lord was with the Egyptian, because of Joseph; the blessing of the Lord was on all he had, in the house and in the field."
1155,1155,1,Gen,創,Genesis,創世記,39,6,6,6,波提乏將一切所有的都交在約瑟的手中，除了自己所吃的飯，別的事一概不知。約瑟原來秀雅俊美。,"And he gave Joseph control of all his property, keeping no account of anything, but only the food which was put before him. Now Joseph was very beautiful in form and face."
1156,1156,1,Gen,創,Genesis,創世記,39,7,7,7,這事以後，約瑟主人的妻以目送情給約瑟，說：你與我同寢罷！,"And after a time, his master's wife, looking on Joseph with desire, said to him, Be my lover."
1157,1157,1,Gen,創,Genesis,創世記,39,8,8,8,約瑟不從，對他主人的妻說：看哪，一切家務，我主人都不知道；他把所有的都交在我手裡。,"But he would not, and said to her, You see that my master keeps no account of what I do in his house, and has put all his property in my control;"
1158,1158,1,Gen,創,Genesis,創世記,39,9,9,9,在這家裡沒有比我大的；並且他沒有留下一樣不交給我，只留下了你，因為你是他的妻子。我怎能作這大惡，得罪神呢？,"So that no one has more authority in this house than I have; he has kept nothing back from me but you, because you are his wife; how then may I do this great wrong, sinning against God?"
1159,1159,1,Gen,創,Genesis,創世記,39,10,10,10,後來他天天和約瑟說，約瑟卻不聽從他，不與他同寢，也不和他在一處。,"And day after day she went on requesting Joseph to come to her and be her lover, but he would not give ear to her."
1160,1160,1,Gen,創,Genesis,創世記,39,11,11,11,有一天，約瑟進屋裡去辦事，家中人沒有一個在那屋裡，,Now one day he went into the house to do his work; and not one of the men of the house was inside.
1161,1161,1,Gen,創,Genesis,創世記,39,12,12,12,婦人就拉住他的衣裳，說：你與我同寢罷！約瑟把衣裳丟在婦人手裡，跑到外邊去了。,"And pulling at his coat, she said, Come to my bed; but slipping out of his coat, he went running away."
1162,1162,1,Gen,創,Genesis,創世記,39,13,13,13,婦人看見約瑟把衣裳丟在他手裡跑出去了，,"And when she saw that he had got away, letting her keep his coat,"
1163,1163,1,Gen,創,Genesis,創世記,39,14,14,14,就叫了家裡的人來，對他們說：你們看！他帶了一個希伯來人進入我們家裡，要戲弄我們。他到我這裡來，要與我同寢，我就大聲喊叫。,"She sent for the men of her house and said to them, See, he has let a Hebrew come here and make sport of us; he came to my bed, and I gave a loud cry;"
1164,1164,1,Gen,創,Genesis,創世記,39,15,15,15,他聽見我放聲喊起來，就把衣裳丟在我這裡，跑到外邊去了。,And hearing it he went running out without his coat.
1165,1165,1,Gen,創,Genesis,創世記,39,16,16,16,婦人把約瑟的衣裳放在自己那裡，等著他主人回家，,"And she kept his coat by her, till his master came back."
1166,1166,1,Gen,創,Genesis,創世記,39,17,17,17,就對他如此如此說：你所帶到我們這裡的那希伯來僕人進來要戲弄我，,"Then she gave him the same story, saying, The Hebrew servant whom you have taken into our house came in to make sport of me;"
1167,1167,1,Gen,創,Genesis,創世記,39,18,18,18,我放聲喊起來，他就把衣裳丟在我這裡，跑出去了。,And when I gave a loud cry he went running out without his coat.
1168,1168,1,Gen,創,Genesis,創世記,39,19,19,19,約瑟的主人聽見他妻子對他所說的話，說：你的僕人如此如此待我，他就生氣，,"And hearing his wife's account of what his servant had done, he became very angry."
1169,1169,1,Gen,創,Genesis,創世記,39,20,20,20,把約瑟下在監裡，就是王的囚犯被囚的地方。於是約瑟在那裡坐監。,"And Joseph's master took him and put him in prison, in the place where the king's prisoners were kept in chains, and he was there in the prison-house."
1170,1170,1,Gen,創,Genesis,創世記,39,21,21,21,但耶和華與約瑟同在，向他施恩，使他在司獄的眼前蒙恩。,"But the Lord was with Joseph, and was good to him, and made the keeper of the prison his friend."
1171,1171,1,Gen,創,Genesis,創世記,39,22,22,22,司獄就把監裡所有的囚犯都交在約瑟手下；他們在那裡所辦的事都是經他的手。,"And the keeper of the prison put all the prisoners under Joseph's control, and he was responsible for whatever was done there."
1172,1172,1,Gen,創,Genesis,創世記,39,23,23,23,凡在約瑟手下的事，司獄一概不察，因為耶和華與約瑟同在；耶和華使他所做的盡都順利。,"And the keeper of the prison gave no attention to anything which was under his care, because the Lord was with him; and the Lord made everything he did go well."
1173,1173,1,Gen,創,Genesis,創世記,40,1,1,1,這事以後，埃及王的酒政和膳長得罪了他們的主─埃及王，,"Now after these things the chief servant who had the care of the wine, and the chief bread-maker in Pharaoh's house, did something against Pharaoh's orders;"
1174,1174,1,Gen,創,Genesis,創世記,40,2,2,2,法老就惱怒酒政和膳長這二臣，,"And Pharaoh was angry with his two servants, with the chief wine-servant and the chief bread-maker;"
1175,1175,1,Gen,創,Genesis,創世記,40,3,3,3,把他們下在護衛長府內的監裡，就是約瑟被囚的地方。,"And he put them in prison under the care of the captain of the army, in the same prison where Joseph himself was shut up."
1176,1176,1,Gen,創,Genesis,創世記,40,4,4,4,護衛長把他們交給約瑟，約瑟便伺候他們；他們有些日子在監裡。,"And the captain put them in Joseph's care, and he did what was needed for them; and they were kept in prison for some time."
1177,1177,1,Gen,創,Genesis,創世記,40,5,5,5,被囚在監之埃及王的酒政和膳長二人同夜各做一夢，各夢都有講解。,"And these two had a dream on the same night; the chief wine-servant and the chief bread-maker of the king of Egypt, who were in prison, the two of them had dreams with a special sense."
1178,1178,1,Gen,創,Genesis,創世記,40,6,6,6,到了早晨，約瑟進到他們那裡，見他們有愁悶的樣子。,And in the morning when Joseph came to them he saw that they were looking sad.
1179,1179,1,Gen,創,Genesis,創世記,40,7,7,7,他便問法老的二臣，就是與他同囚在他主人府裡的，說：他們今日為甚麼面帶愁容呢？,"And he said to the servants of Pharaoh who were in prison with him, Why are you looking so sad?"
1180,1180,1,Gen,創,Genesis,創世記,40,8,8,8,他們對他說：我們各人做了一夢，沒有人能解。約瑟說：解夢不是出於神麼？請你們將夢告訴我。,"Then they said to him, We have had a dream, and no one is able to give us the sense. And Joseph said, Does not the sense of dreams come from God? what was your dream?"
1181,1181,1,Gen,創,Genesis,創世記,40,9,9,9,酒政便將他的夢告訴約瑟說：我夢見在我面前有一棵葡萄樹，,"Then the chief wine-servant gave Joseph an account of his dream, and said, In my dream I saw a vine before me;"
1182,1182,1,Gen,創,Genesis,創世記,40,10,10,10,樹上有三根枝子，好像發了芽，開了花，上頭的葡萄都成熟了。,"And on the vine were three branches; and it seemed as if it put out buds and flowers, and from them came grapes ready for cutting."
